Source,Target,Tweet Type
hazelst62216224,everywoman61,retweet
willmartin88,insidehousing,retweet
willmartin88,uklabour,retweet
willmartin88,conservatives,retweet
willmartin88,libdems,retweet
willmartin88,thegreenparty,retweet
willmartin88,thesnp,retweet
willmartin88,brexitparty_uk,retweet
katgoulder,monicabeharding,retweet
katgoulder,elmbridgelibdem,retweet
gaznorris15,dancingthemind,retweet
gaznorris15,bydonkeys,retweet
love828529,trickyjabs,retweet
mitchiepoo46,_brexittory,retweet
purpleartemesia,borisjohnson_mp,retweet
purpleartemesia,krishgm,retweet
djoneswales,_brexittory,retweet
girvind,dr_philippaw,retweet
girvind,thesnp,retweet
h0ward_m00n,haggis_uk,retweet
mickcarroll6,brexitbin,retweet
marshblade,_brexittory,retweet
iamgledhill,skintanddem,retweet
iamgledhill,stereoglasgow,retweet
iamgledhill,kevinpgilday,retweet
iamgledhill,vmcnulty67,retweet
blueyedboy1984,dopreston,retweet
butterworthj6,addicted2newz,retweet
butterworthj6,afneil,retweet
sarah4clubmoor,dancardenmp,retweet
sarah4clubmoor,jeremycorbyn,retweet
drmpwalsh,barrynl,retweet
drmpwalsh,paulkohlersw19,retweet
nigelstevenson5,reuterslobby,retweet
nuoleskool,nick_blm,retweet
mrbenneysir,plaidislwyn,retweet
mrbenneysir,plaid_cymru,retweet
mrbenneysir,adamprice,retweet
sandradunn1955,brexitbin,retweet
coventryca,minesh1112,retweet
coventryca,citizensadvice,retweet
coventryca,karenmbarker,retweet
davidbladon,itvtynetees,retweet
davidbladon,mikehillmp,retweet
davidbladon,jeremycorbyn,retweet
lawriecape,heydonworks,retweet
flybynightpress,monicabeharding,retweet
flybynightpress,cobhamchurch,retweet
sarah4clubmoor,ian4westderby,retweet
andycroy,maidenheadlab,retweet
clarknat,ronniecowan,retweet
clarknat,thesnp,retweet
saldoll75,scousegirlmedia,retweet
ukgovtweets,electoralcommuk,retweet
northpoint20,insidehousing,retweet
northpoint20,uklabour,retweet
northpoint20,conservatives,retweet
northpoint20,libdems,retweet
northpoint20,thegreenparty,retweet
northpoint20,thesnp,retweet
northpoint20,brexitparty_uk,retweet
hausofrushdi,jeremycorbyn4pm,retweet
marywallace07,kazzjenkins,retweet
marywallace07,conservatives,retweet
euromoveos,peoplesvote_uk,retweet
mcduff73,scousegirlmedia,retweet
mitchiepoo46,_brexittory,retweet
bruce_southside,nusuk,retweet
bruce_southside,labourstudents,retweet
bruce_southside,sf_england,retweet
bruce_southside,studentmindsorg,retweet
bruce_southside,labourstudents,retweet
bruce_southside,uklabour,retweet
southwestposh,imajsaclaimant,retweet
moraylaura,richardlochhead,retweet
moraylaura,jockmckaysnp,retweet
moraylaura,moraysnp,retweet
moraylaura,thesnp,retweet
moraylaura,moraylaura,retweet
rasg,addicted2newz,retweet
itz_just_ez,jeremycorbyn,reply
steselby21,scousegirlmedia,retweet
thesun,sunpolitics,retweet
hausofrushdi,rachael_swindon,retweet
dan77916596,_brexittory,retweet
gillietatham,remainutd,retweet
a1882k,_brexittory,retweet
hausofrushdi,socialistvoice,retweet
farleydavenport,juliasm45799532,retweet
farleydavenport,farleydavenport,retweet
farleydavenport,janewardengray,retweet
kacidama,thebluecase,retweet
barrattjohn,liarpoliticians,retweet
barrattjohn,nigel_farage,retweet
barrattjohn,brexitparty_uk,retweet
loanchargevoice,donedgley1,retweet
loanchargevoice,iaindale,retweet
loanchargevoice,skynews,retweet
loanchargevoice,conservatives,retweet
loanchargevoice,libdems,retweet
ellawayjames,itvtynetees,retweet
ellawayjames,mikehillmp,retweet
ellawayjames,jeremycorbyn,retweet
econfilm,cep_lse,retweet
megplews,angelarayner,retweet
susansm52461988,kazzjenkins,retweet
susansm52461988,conservatives,retweet
gazarty146,_brexittory,retweet
kurtisssprosser,goodwinmj,retweet
anythinggrows1,addicted2newz,retweet
anythinggrows1,afneil,retweet
harryfletcher__,wiltscouncil,retweet
berkshirecyclis,kazzjenkins,retweet
berkshirecyclis,conservatives,retweet
bobbyalbon,snb19692,retweet
bobbyalbon,djnicholl,retweet
bobbyalbon,libdems,retweet
mitchiepoo46,_brexittory,retweet
mrneilamphlett,_brexittory,retweet
bigjase73,itvtynetees,retweet
bigjase73,mikehillmp,retweet
bigjase73,jeremycorbyn,retweet
karenj2601,dr_philippaw,retweet
karenj2601,thesnp,retweet
johnmalta99,dr_philippaw,retweet
business_write,millenniumlib,retweet
warren_s_nel,haggis_uk,retweet
oldstinkyone,scousegirlmedia,retweet
dungeekin,euanphilipps,retweet
dungeekin,mattforde,retweet
dungeekin,lucianaberger,retweet
69gooner69,_brexittory,retweet
filmceri,kazzjenkins,retweet
filmceri,conservatives,retweet
annwiddecombe_,borisjohnson_mp,retweet
annwiddecombe_,krishgm,retweet
noisy_guy,angelarayner,retweet
qprdelmonte,sunpolitics,retweet
lfcbazza,steviebrexit,retweet
ceirchiog,wnettleford,retweet
ceirchiog,plaid_cymru,retweet
ceirchiog,5_news,retweet
acihaveavoice,the_tpa,retweet
acihaveavoice,brexitparty_uk,retweet
fleeson713,antoinette4e,retweet
les_lesford,skynews,retweet
les_lesford,benhabib6,retweet
les_lesford,adamboultonsky,retweet
itsmeaaronp,peoplesmomentum,retweet
itsmeaaronp,trussliz,retweet
joeinlondontown,brexitbin,retweet
chrishenry88,haggis_uk,retweet
nicssarah,ayocaesar,retweet
nicssarah,opblackvote,retweet
colinericdavie1,mrpmharrison,retweet
tangowhisky26,thanetlab,retweet
woodgnomology,bbcnews,retweet
shipa123,georgegalloway,retweet
alicegrice,broxtowelabour,retweet
vancopd,wpmtese,retweet
clairetaylor07,thekingsfund,retweet
clairetaylor07,beccya,retweet
leagueacs,voiceforvinny,retweet
gliddington,trickyjabs,retweet
maria_1977,kazzjenkins,retweet
maria_1977,conservatives,retweet
katya_compass,trickyjabs,retweet
jazzybry5,socialistvoice,retweet
deanmar66,eddiehughes4wn,retweet
borisinaditch,unitetheunion,retweet
nigelsmate,liarpoliticians,retweet
nigelsmate,nigel_farage,retweet
nigelsmate,brexitparty_uk,retweet
mikespalding,generalboles,retweet
krimisukrainian,drphilliplee,retweet
krimisukrainian,libdems,retweet
junemcallister3,scottories,retweet
savesnp,dr_philippaw,retweet
cambridgeonline,goodthingsfdn,retweet
cambridgeonline,borisjohnson,retweet
cambridgeonline,jeremycorbyn,retweet
cambridgeonline,joswinson,retweet
stevem1878,theprolestar,retweet
ccgstophs2,the_tpa,retweet
ccgstophs2,brexitparty_uk,retweet
alteregoxi,dancingthemind,retweet
alteregoxi,bydonkeys,retweet
aeddan19,borisjohnson,retweet
lucky13pierre,jeremycorbyn,retweet
amershamcomment,_brexittory,retweet
iain2019,dr_philippaw,retweet
helenefrenchie,stuartlothian,retweet
milngavie_snp,amycallaghansnp,retweet
6timeslfc2019,trickyjabs,retweet
abstractvibe,_brexittory,retweet
sheronwilkie,carryonkeith,retweet
amandalynnemusi,peoplesvote_uk,retweet
julierosewoods3,scousegirlmedia,retweet
helenefrenchie,stuartlothian,retweet
mbramblebush,renegadereport_,retweet
mbramblebush,nigel_farage,retweet
mbramblebush,fox_claire,retweet
mbramblebush,harry_gwynne,retweet
colin61441701,_brexittory,retweet
sumoward,matthewgreen02,retweet
777lesley7777,thesnp,retweet
mariabrownsnp,skynewspolitics,retweet
mariabrownsnp,tommysheppard,retweet
mariabrownsnp,jeremycorbyn,retweet
mariabrownsnp,borisjohnson,retweet
mariabrownsnp,nicolasturgeon,retweet
zeroxcliche,rachael_swindon,retweet
guileless_1,kazzjenkins,retweet
guileless_1,conservatives,retweet
shaughtonauthor,lisa_smart,reply
shaughtonauthor,william_wragg,retweet
shaughtonauthor,tony2wilson,retweet
zakiavelli_v2,keejayov2,retweet
maria_12610,gedk,retweet
maria_12610,scottishlabour,retweet
f1bratsdad,_brexittory,retweet
kellymariedn12,kazzjenkins,retweet
kellymariedn12,conservatives,retweet
superhotbitch,angelarayner,retweet
ursula0703,luckyheronsay,retweet
mushy73395378,haggis_uk,retweet
savesnp,brexitbin,retweet
christi47627706,haggis_uk,retweet
lisatay27507106,itvtynetees,retweet
lisatay27507106,mikehillmp,retweet
lisatay27507106,jeremycorbyn,retweet
kevin_mooreu,brexitbin,retweet
monty_london,sunpolitics,retweet
grahamthecabbie,voiceforvinny,retweet
markcarroll20,liarpoliticians,retweet
markcarroll20,uklabour,retweet
sixoftwo,ladydurrant,retweet
alanbailey41,csquiremagazine,retweet
munropete,bbcpolitics,retweet
munropete,bbcquestiontime,retweet
munropete,bbcone,retweet
johnstrawson,barrynl,retweet
johnstrawson,paulkohlersw19,retweet
handers18659715,mrjohnnicolson,retweet
richpearce,marieannuk,retweet
bandelljan,_brexittory,retweet
dianabr95650186,laylamoran,retweet
ginger_ollie,djack_journo,retweet
ginger_ollie,johnnymerceruk,retweet
christi53994860,the_tpa,retweet
ritamistry,borisjohnson_mp,retweet
ritamistry,krishgm,retweet
jimba92525273,thesnp,retweet
jimba92525273,dr_philippaw,retweet
jimba92525273,robertjenrick,retweet
ms_ore,tolu_oloyede23,reply
proudgranny24,borisjohnson,reply
supersysez,uklabour,retweet
moray4e,doozy_45,retweet
ghostofackbar,keejayov2,retweet
thenickanstead,bbcpolitics,retweet
thenickanstead,bbcquestiontime,retweet
thenickanstead,bbcone,retweet
billlamb1965,scousegirlmedia,retweet
c53758546mandy,brexitlivesey7,retweet
c53758546mandy,brexitparty_uk,retweet
c53758546mandy,brexitparty_uk,retweet
vincenzokelly,deathstaradmin,retweet
gillietatham,bcpcouncil,retweet
petermccue1,dr_philippaw,retweet
sianthomas7,imajsaclaimant,retweet
bethan0mae,thegreenparty,retweet
bethan0mae,channel4news,retweet
linmcham,dr_philippaw,retweet
helenefrenchie,stuartlothian,retweet
helenefrenchie,conservatives,retweet
erstwhilian,sunpolitics,retweet
joanne27_jo,ladydurrant,retweet
ukheather,votetools,retweet
mr_skylord,ladydurrant,retweet
fionn114,thestephenralph,retweet
thegreenplace,richardlochhead,retweet
thegreenplace,jockmckaysnp,retweet
thegreenplace,moraysnp,retweet
thegreenplace,thesnp,retweet
thegreenplace,moraylaura,retweet
cbfg53293264,ladydurrant,retweet
bexleymo,carryonkeith,retweet
ronkline13,sunpolitics,retweet
ronkline13,emilyhewertson,retweet
sandradunn1955,cornishskipper,retweet
stothedunc,jamesefoster,retweet
stothedunc,joswinson,retweet
stothedunc,libdems,retweet
stothedunc,uklabour,retweet
menabster,doozy_45,retweet
hants_hippy,c4meronm4tthews,retweet
kmiddletoncsp,hellomccracken,retweet
kmiddletoncsp,thekingsfund,retweet
kmiddletoncsp,richarddmurray1,retweet
kmiddletoncsp,bbcnaga,retweet
kimsj,remainutd,retweet
billlamb1965,angelarayner,retweet
chloeyarwood9,bethrigby,retweet
nandmeister,monicabeharding,retweet
nandmeister,elmbridgelibdem,retweet
friendnotfjoh,itvtynetees,retweet
friendnotfjoh,mikehillmp,retweet
friendnotfjoh,jeremycorbyn,retweet
thetortorian,guidofawkes,retweet
theusualryan,rachael_swindon,retweet
_jessnewell,citizensadvice,retweet
whalley1953,_brexittory,retweet
jonscoasting,bbcnews,retweet
whtrslugcaviie1,brexitparty_uk,reply
hillcoombe,kingstonkilby,retweet
hillcoombe,conservatives,retweet
kev81n,rachael_swindon,retweet
kwebbnurse,laylamoran,retweet
blondbubbly,laurenjtownsend,retweet
blondbubbly,uklabour,retweet
blondbubbly,spicytrev,retweet
blondbubbly,blesshercotton,retweet
blondbubbly,btslavin,retweet
hrmtaxiservice,cllrtkerr,retweet
lee_gaff,romillyweeks,retweet
lee_gaff,itvnews,retweet
embarrassedbrit,itvtynetees,retweet
embarrassedbrit,mikehillmp,retweet
embarrassedbrit,jeremycorbyn,retweet
barrynl,barrynl,retweet
barrynl,wimbledonlabour,retweet
barrynl,paulkohlersw19,retweet
enfieldsouthga2,brexitpress,reply
enfieldsouthga2,mailonline,retweet
enfieldsouthga2,nigel_farage,retweet
tarisgal42,everywoman61,retweet
tarisgal42,thesnp,retweet
grant_geek,bethrigby,retweet
jpjanson,buntymcfuff,retweet
tamdek,imajsaclaimant,retweet
shropshirel,_brexittory,retweet
abbiemulcairn,cllrkhalilahmed,retweet
ramblingdaduk,lbc,retweet
shreoshib,scousegirlmedia,retweet
zamzammcr,muslimcouncil,retweet
carolmackay15,ukreloaded,retweet
athenaleave,jeremycorbyn,retweet
athenaleave,uklabour,retweet
athenaleave,youtube,retweet
tigsyp,addicted2newz,retweet
tigsyp,libdems,retweet
fitalass,scottories,retweet
petedavenport6,dancingthemind,retweet
jacktindale,generalboles,retweet
mickwilde1961,mc002b9486,retweet
ldnmfs,peoplesmomentum,retweet
ldnmfs,trussliz,retweet
ngliscfyrdman,sunpolitics,retweet
ngliscfyrdman,emilyhewertson,retweet
jeanfol46540001,jeremycorbyn4pm,retweet
alexmeerkat,thesnp,retweet
alexmeerkat,dr_philippaw,retweet
alexmeerkat,robertjenrick,retweet
saintdavid2911,johnmcdonnellmp,reply
saintdavid2911,premnsikka,retweet
saintdavid2911,annpettifor,retweet
steven_maclean_,harrisimo,retweet
jamieroger14,romillyweeks,retweet
jamieroger14,itvnews,retweet
tsigs810,monicabeharding,retweet
tsigs810,elmbridgelibdem,retweet
sqlblues,scottories,retweet
mitchiepoo46,_brexittory,retweet
dan_ips,rachael_swindon,retweet
johnmalta99,richardlochhead,retweet
johnmalta99,jockmckaysnp,retweet
johnmalta99,moraysnp,retweet
johnmalta99,thesnp,retweet
johnmalta99,moraylaura,retweet
jonatha01367030,truemagic68,reply
ukbest4scotland,spikedonline,retweet
ukbest4scotland,clim8resistance,retweet
jemtaylor,thegreenparty,retweet
jemtaylor,channel4news,retweet
louiscochranex,kazzjenkins,retweet
louiscochranex,conservatives,retweet
faultfinderuk,rachael_swindon,retweet
tgrworzel,johnedwards0955,reply
tgrworzel,pauljholmes,retweet
tgrworzel,conservatives,retweet
tgrworzel,uklabour,retweet
tgrworzel,sam4eastleigh,retweet
tgrworzel,libdims,retweet
tgrworzel,lynda4eastleigh,retweet
tgrworzel,brexitparty_uk,retweet
tgrworzel,ukip,retweet
tgrworzel,jeremycorbyn,retweet
tgrworzel,sam4eastleigh,retweet
deepsillo,brexitbin,retweet
kenlochrie,dr_philippaw,retweet
christi40330644,_brexittory,retweet
mitchiepoo46,gnasherjew,retweet
mitchiepoo46,jeremycorbyn,retweet
mitchiepoo46,uklabour,retweet
airdriedsausage,damian_from,retweet
airdriedsausage,uklabour,retweet
lindy4indy2,everywoman61,retweet
miffy17530755,sunpolitics,retweet
miffy17530755,emilyhewertson,retweet
qecameraman,rachael_swindon,retweet
catherinemurp11,67snowy,retweet
glasgowtories,cllrtkerr,retweet
instituteforgov,jess_sargeant,retweet
maegofrance,templaine,retweet
huddleboard,dr_philippaw,retweet
vicdfc,rachael_swindon,retweet
mitchiepoo46,_brexittory,retweet
sheronwilkie,monicabeharding,retweet
sheronwilkie,mrjamesob,retweet
sheronwilkie,stevepeers,retweet
sheronwilkie,acgrayling,retweet
sheronwilkie,deborahmeaden,retweet
ngliscfyrdman,romillyweeks,retweet
ngliscfyrdman,itvnews,retweet
ceberean,harrisimo,retweet
msbadger_,leicesterlgbt,retweet
msbadger_,lgbtplusnotts,retweet
msbadger_,norfolklgbt,retweet
msbadger_,youngprideherts,retweet
msbadger_,outreachyouth,retweet
msbadger_,qalliance,retweet
coxy0407,sunpolitics,retweet
coxy0407,emilyhewertson,retweet
boabald,ukreloaded,retweet
billydann1,barrynl,retweet
billydann1,paulkohlersw19,retweet
voiceforvinny,symbidona,retweet
voiceforvinny,nmckenn,retweet
alastairjt,itvtynetees,retweet
alastairjt,mikehillmp,retweet
alastairjt,jeremycorbyn,retweet
heatherjstyles,cllrkhalilahmed,retweet
jasonrowland6,romillyweeks,retweet
jasonrowland6,itvnews,retweet
elwydragon,geziwoman,retweet
elwydragon,mazzucatom,retweet
elwydragon,uklabour,retweet
ledcam,tommysheppard,retweet
davdiy,aaronbastani,retweet
davdiy,novaramedia,retweet
suefew,scousegirlmedia,retweet
spruceandy,philbennion,retweet
spruceandy,europarl_en,retweet
spruceandy,libdemmeps,retweet
dicconspain,damiangreen,retweet
petre_nat,kazzjenkins,retweet
petre_nat,conservatives,retweet
rosa968,scousegirlmedia,retweet
atomicsmiles,brexitbin,retweet
ladydurrant,goodwinmj,retweet
markkieranuk,peoplesvote_uk,retweet
maegofrance,remainernow,retweet
badputty,jerryhicksunite,retweet
xlavadadier,_brexittory,retweet
elaine_bolton,the_cieh,retweet
elaine_bolton,uklabour,retweet
elaine_bolton,gembolton,retweet
lanarkists,dr_philippaw,retweet
lanarkists,thesnp,retweet
atomicsmiles,brexitbin,retweet
saulstaniforth,cathobbs,retweet
petewscott,brexitbin,retweet
mickwilde1961,williamclouston,retweet
bonusgrooves,jerryhicksunite,retweet
polyp2000,scousegirlmedia,retweet
snapdragon6469,dr_philippaw,retweet
dannyrlufc,scousegirlmedia,retweet
mikeyg041268,bethpenderyn,retweet
mikeyg041268,welshlabour,retweet
mikeyg041268,cynonlabour,retweet
kingsmeadmrt,ajajwaljayne,retweet
shitpoststrikes,goodwinmj,retweet
saulstaniforth,scousegirlmedia,retweet
mediafactchecks,nigel_farage,retweet
mediafactchecks,ranvir01,retweet
mediafactchecks,realdonaldtrump,retweet
monty_london,sunpolitics,retweet
monty_london,emilyhewertson,retweet
lanct22,scousegirlmedia,retweet
zed_grain,jerryhicksunite,retweet
handers18659715,mrjohnnicolson,retweet
handers18659715,thesnp,retweet
hans_sala,rachael_swindon,retweet
sheltershf,shelter,retweet
beadartist1,scousegirlmedia,retweet
brexitpenny,derek4centayr,retweet
brexitpenny,scottories,retweet
brexitpenny,scottories,retweet
dan63uk,_brexittory,retweet
amershamcomment,_brexittory,retweet
curquhart3,brexitlivesey7,retweet
curquhart3,brexitparty_uk,retweet
curquhart3,brexitparty_uk,retweet
tnc57,kazzjenkins,retweet
tnc57,conservatives,retweet
dh1872,romillyweeks,retweet
dh1872,itvnews,retweet
jackied15846926,f4jofficial,retweet
russell11068021,jamesfwells,retweet
athe1stp0wer,williamclouston,retweet
arciclaudio,carryonkeith,retweet
greatscot47,borisjohnson,retweet
greatscot47,globaljusticeuk,retweet
jezm,trickyjabs,retweet
chrisraple,haggis_uk,retweet
nikkitucker,romillyweeks,retweet
nikkitucker,itvnews,retweet
redgeorgieone,bbcpolitics,retweet
redgeorgieone,bbcquestiontime,retweet
redgeorgieone,bbcone,retweet
apophese,nfkauc,retweet
snoek_mary,brexitbin,retweet
neil_fromage,borisjohnson_mp,retweet
neil_fromage,krishgm,retweet
eesy20,scousegirlmedia,retweet
palythgoe,jamesefoster,retweet
palythgoe,joswinson,retweet
palythgoe,libdems,retweet
palythgoe,uklabour,retweet
rooniehabiba,dr_philippaw,retweet
annemirkovic,connect_comms,retweet
stylophobia,rachael_swindon,retweet
ianmcmillan45,rachael_swindon,retweet
lordmohnofjann,ruairiwood,retweet
toastnotcooked,rachael_swindon,retweet
chrisraple,brexitbin,retweet
catherinebuca,scousegirlmedia,retweet
ouija1966paul,rachael_swindon,retweet
kirbylondon,generalboles,retweet
mikebookerrr,kazzjenkins,retweet
mikebookerrr,conservatives,retweet
joemfm,generalboles,retweet
bruskyyyy,keejayov2,retweet
rfumagalli2,wwf_uk,retweet
brown666w,jay_sutherland_,retweet
brown666w,joswinson,retweet
pauljohndavies,wpmtese,retweet
fluff164,angelortanya,retweet
fluff164,uklabour,retweet
fluff164,jeremycorbyn,retweet
fittontom,symbidona,retweet
rospay15,addicted2newz,retweet
robertamw,scottorywomen,retweet
robertamw,moraytories,retweet
robertamw,scottories,retweet
robertamw,conservatives,retweet
bellaforalba,joannaccherry,retweet
millymoo97,malcolmbritton3,reply
millymoo97,jamescleverly,retweet
millymoo97,matthancock,retweet
silverstrivers,leigh_higgins,retweet
ckbacookann,imajsaclaimant,retweet
gregalach,dr_philippaw,retweet
alasdairmack66,calbuerne,retweet
nick82388536,georgegalloway,retweet
downtwisted,carryonkeith,retweet
liarpoliticians,peoplesmomentum,reply
liarpoliticians,chunkymark,retweet
liarpoliticians,cocacola,retweet
sianthomas7,scousegirlmedia,retweet
julieanneda,oldblackfener,retweet
jack__daw,scousegirlmedia,retweet
bsarahoates,ayocaesar,retweet
bsarahoates,opblackvote,retweet
mrjackgrant,keejayov2,retweet
bruce_southside,bruce_southside,retweet
bruce_southside,uklabour,retweet
countryskills,wpmtese,retweet
wheresfiveo,theprolestar,retweet
chrisraple,thestephenralph,retweet
chrisraple,jmpsimor,retweet
chrisraple,politics4ar,retweet
chrisraple,borisjohnson,retweet
chrisraple,gove,retweet
chrisraple,pennymordaunt,retweet
chrisraple,bbc,retweet
